disる	でぃする
渇く	渇く
渇す	かっする
渇飛ぶ	かっとぶ
済う	済う
済しくずす	なしくずす
済しくずす	済し崩す
済し崩す	なしくずす
済し崩す	済し崩す
済す	すます
済す	なす
済す	済す
済ます	すます
済ます	済ます
済む	すむ
済む	済む
渉る	わたる
渉る	渉る
渋くる	しぶくる
渋くる	渋くる
渋る	しぶ
渋る	しぶる
渋る	しぶる 名詞派生:渋
渋る	渋る
渗む	にじむ
減こむ	めりこむ
減こむ	減り込む
減す	へす
減す	減す
減らす	へらす
減らす	減らす
減りこむ	めりこむ
減りこむ	減り込む
減り取る	へりとる
減り込む	めりこむ
減り込む	減り込む
減る	へる
減る	減る
減込む	めりこむ
減込む	減り込む
渝る	かわる
渡し召す	わたしめす
渡し合う	わたしあう
渡し置く	わたしおく
渡す	わたす
渡す	渡す
渡りあう	わたりあう
渡りあう	渡り合う
渡りあるく	わたりあるく
渡りあるく	渡り歩く
渡りさすらう	わたりさすらう
渡りもどる	わたりもどる
渡り合う	わたりあう
渡り合う	渡り合う
渡り戻る	わたりもどる
渡り歩く	わたりあるく
渡り歩く	渡り歩く
渡り着く	わたりつく
渡り返す	わたりかえす
渡る	わたる
渡る	渡る
渦まく	うずまく
渦まく	渦巻く
渦巻く	うずまく
渦巻く	渦巻く
温まる	あたたまる
温まる	ぬくまる
温まる	温まる
温む	ぬるむ
温む	温む
温め合う	あたためあう
温め浸す	あたためひたす
温め潤す	あたためうるおす
温め直す	あたためなおす
温め返す	あたためかえす
温もる	ぬくもる
温もる	温もる
温る	あたたまる
渫う	さらう
渫う	渫う
測らす	はからす
測りあう	はかりあう
測り合う	はかりあう
測り知る	はかりしる
測り示す	はかりしめす
測る	はかる
測る	測る
游ぐ	およぐ
游ぐ	游ぐ
湑む	したむ
湑む	湑む
湧かす	わかす
湧かす	湧かす
湧きあがる	わきあがる
湧きあがる	湧き上がる
湧きあがる	湧き上る
湧きおこる	わきおこる
湧きおこる	湧き起こる
湧きおこる	湧き起る
湧きかえる	わきかえる
湧きかえる	湧き返る
湧きたつ	わきたつ
湧きたつ	湧き立つ
湧きだす	わきだす
湧きだす	湧き出す
湧き上がる	わきあがる
湧き上がる	湧き上がる
湧き上る	わきのぼる
湧き上る	湧き上る
湧き出す	わきだす
湧き出す	湧き出す
湧き立つ	わきたつ
湧き立つ	湧き立つ
湧き起こす	わきおこす
湧き起こる	わきおこる
湧き起こる	湧き起こる
湧き起る	わきおこる
湧き起る	湧き起る
湧き返る	わきかえる
湧き返る	湧き返る
湧く	わく
湧く	湧く
湧す	わかす
湧上がる	わきあがる
湧出す	わきだす
湧立つ	わきたつ
湧起こる	わきおこる
湧起る	わきおこる
湧返る	わきかえる
湯がく	ゆがく
湯がく	湯掻く
湯引く	ゆびく
湯引く	湯引く
湯掻く	ゆがく
湯掻く	湯掻く
湯搔く	湯搔く
湿ける	しける
湿す	しめす
湿す	湿す
湿める	しめる
湿らす	しめらす
湿らす	湿らす
湿る	しとる
湿る	しめる
湿る	湿る
湿気る	しける
湿気る	しける 名詞派生:湿気
湿気る	しっけ
湿気る	湿気る
満す	みたす
満たす	みたす
満たす	満たす
満ち余る	みちあまる
満ち広がる	みちひろがる
満ち漂う	みちただよう
満つ	みつ
満つ	満つ
準う	ならう
溜まり込む	たまりこむ
溜まる	たまる
溜まる	溜まる
溜めこむ	ためこむ
溜めこむ	溜め込む
溜め込む	ためこむ
溜め込む	溜め込む
溜る	たまる
溜る	溜まる
溜込む	ためこむ
溢す	こぼす
溢す	溢す
溢す	零す
溢らす	あふらす
溢れかえる	あふれかえる
溢れかえる	溢れ返る
溢れだす	あふれだす
溢れだす	溢れ出す
溢れひたす	あふれひたす
溢れ出す	あふれだす
溢れ出す	溢れ出す
溢れ咲く	あふれさく
溢れ散らかる	あふれちらかる
溢れ浸す	あふれひたす
溢れ滾る	あふれたぎる
溢れ輝く	あふれかがやく
溢れ返る	あふれかえる
溢れ返る	溢れ返る
溯る	さかのぼる
溯る	溯る
溯る	遡る
溶あう	とけあう
溶あう	溶合う
溶かしこむ	とかしこむ
溶かしこむ	溶かし込む
溶かしだす	とかしだす
溶かしだす	溶かし出す
溶かし出す	とかしだす
溶かし取る	とかしとる
溶かし流す	とかしながす
溶かし込む	とかしこむ
溶かす	とかす
溶かす	溶かす
溶きこむ	ときこむ
溶きこむ	溶き込む
溶きのばす	ときのばす
溶きほぐす	ときほぐす
溶きほぐす	溶き解す
溶き延ばす	ときのばす
溶き解す	ときほぐす
溶き解す	溶き解す
溶く	とく
溶く	溶く
溶けあう	とけあう
溶けあう	溶け合う
溶けあわさる	とけあわさる
溶けいる	とけいる
溶けいる	溶け入る
溶けこむ	とけこむ
溶けこむ	溶け込む
溶けだす	とけだす
溶けだす	溶け出す
溶けなずむ	とけなずむ
溶けのこる	とけのこる
溶けひろがる	とけひろがる
溶け入る	とけいる
溶け出す	とけだす
溶け去る	とけさる
溶け合う	とけあう
溶け合う	溶け合う
溶け合わさる	とけあわさる
溶け広がる	とけひろがる
溶け残る	とけのこる
溶け泥む	とけなずむ
溶け混じる	とけまじる
溶け込む	とけこむ
溶け込む	溶け込む
溶こむ	とけこむ
溶こむ	溶込む
溶ろかす	とろかす
溶合う	とけあう
溶合う	溶合う
溶込む	とけこむ
溶込む	溶込む
溺らす	おぼらす
溺れもがく	おぼれもがく
溺れ入る	おぼれいる
溺れ掛かる	おぼれかかる
溺れ死ぬ	おぼれしぬ
溺れ浸る	おぼれひたる
溺れ狂う	おぼれくるう
滅いる	めいる
滅いる	滅入る
滅す	ほろぼす
滅びさる	ほろびさる
滅びゆく	ほろびゆく
滅び去る	ほろびさる
滅び行く	ほろびゆく
滅ぶ	ほろぶ
滅ぶ	滅ぶ
滅ぼし去る	ほろぼしさる
滅ぼす	ほろぼす
滅ぼす	滅ぼす
滅入りこむ	めいりこむ
滅入りこむ	滅入り込む
滅入り込む	めいりこむ
滅入る	めいる
滅入る	滅入る
滌ぐ	滌ぐ
滑つく	滑つく
滑べる	すべる
滑らかす	滑らかす
滑らす	すべらす
滑らす	滑らす
滑りいる	すべりいる
滑りいる	滑り入る
滑りおとす	すべりおとす
滑りおとす	滑り落とす
滑りこむ	すべりこむ
滑りこむ	ぬめりこむ
滑りこむ	滑り込む
滑りだす	すべりだす
滑りだす	滑り出す
滑りぬめりこむ	ぬめりこむ
滑りぬめりこむ	滑り込む
滑りよる	すべりよる
滑りよる	滑り寄る
滑り上がる	すべりあがる
滑り下る	すべりくだる
滑り光る	ぬめりひかる
滑り入る	すべりいる
滑り出す	すべりだす
滑り出す	滑り出す
滑り去る	すべりさる
滑り寄る	滑り寄る
滑り落とす	すべりおとす
滑り込む	すべりこむ
滑り込む	滑り込む
滑る	すべる
滑る	ぬめる
滑る	滑る
滞ほる	とどこおる
滞まる	とどまる
滞む	滞む
滞らす	滞らす
滞る	とどこおる
滞る	滞る
滲みあがる	にじみあがる
滲みいる	しみいる
滲みこむ	にじみこむ
滲みこむ	滲み込む
滲みしみだす	しみだす
滲みしみだす	滲み出す
滲みだす	しみだす
滲みだす	にじみだす
滲みだす	滲み出す
滲みとおる	しみとおる
滲み上がる	にじみあがる
滲み入る	しみいる
滲み入る	にじみはいる
滲み出す	にじみだす
滲み出す	滲み出す
滲み広がる	にじみひろがる
滲み染まる	にじみそまる
滲み込む	にじみこむ
滲み透る	しみとおる
滲み通う	にじみかよう
滲む	にじむ
滲む	滲む
滴らす	したたらす
滴らす	たらす
滴らす	滴らす
滴り止む	したたりやむ
滴り湧く	したたりわく
滴り落とす	したたりおとす
滴る	したたる
滴る	滴る
滴点る	したたる
滾つ	たぎつ
滾らす	滾らす
滾りたつ	たぎりたつ
滾り立つ	たぎりたつ
滾り返る	たぎりかえる
滾る	たぎる
滾る	滾る
滿つ	みつ
漁り付く	あさりつく
漁り回る	あさりまわる
漁り歩く	あさりあるく
漁り読む	あさりよむ
漁る	あさる
漁る	すなどる
漁る	漁る
漂いめぐる	ただよいめぐる
漂い下る	ただよいくだる
漂い去る	ただよいさる
漂い寄る	ただよいよる
漂い巡る	ただよいめぐる
漂い歩く	ただよいあるく
漂い湿る	ただよいしめる
漂い着く	ただよいつく
漂う	ただよう
漂う	漂う
漂ふ	ただよう
漂よう	ただよう
漂わす	ただよわす
漂わす	漂わす
漂流れよる	ながれよる
漉きかえす	すきかえす
漉きかえす	漉き返す
漉きこむ	すきこむ
漉きこむ	漉き込む
漉きだす	すきだす
漉きだす	漉き出す
漉き出す	漉き出す
漉き直す	すきなおす
漉き継ぐ	すきつぐ
漉き込む	すきこむ
漉き込む	漉き込む
漉き返す	すきかえす
漉き返す	漉き返す
漉く	すく
漉く	漉く
漉しだす	こしだす
漉しだす	漉し出す
漉し出す	こしだす
漉し取る	こしとる
漉す	こす
漉す	漉す
漏す	もらす
漏らす	もらす
漏らす	漏らす
漏る	もる
漏る	漏る
漏れうけたまわる	もれうけたまわる
漏れうけたまわる	漏れ承る
漏れきく	もれきく
漏れきく	漏れ聞く
漏れだす	もれだす
漏れだす	漏れ出す
漏れつたわる	もれつたわる
漏れつたわる	漏れ伝わる
漏れ伝わる	もれつたわる
漏れ入る	もれいる
漏れ入る	もれはいる
漏れ出す	もれだす
漏れ承る	もれうけたまわる
漏れ聞かす	もれきかす
漏れ聞く	もれきく
漏れ聞く	漏れ聞く
漏れ透く	もれすく
演る	やる
漕ぎあがる	こぎあがる
漕ぎあがる	漕ぎ上がる
漕ぎいたる	こぎいたる
漕ぎくだる	こぎくだる
漕ぎくだる	漕ぎ下る
漕ぎだす	こぎだす
漕ぎだす	漕ぎ出す
漕ぎつく	こぎつく
漕ぎつく	漕ぎ着く
漕ぎのぼる	こぎのぼる
漕ぎのぼる	漕ぎ上る
漕ぎもどす	こぎもどす
漕ぎもどす	漕ぎ戻す
漕ぎもどる	こぎもどる
漕ぎ上がる	こぎあがる
漕ぎ上る	こぎあがる
漕ぎ上る	こぎのぼる
漕ぎ下る	こぎくだる
漕ぎ入る	こぎいる
漕ぎ出す	こぎだす
漕ぎ出す	漕ぎ出す
漕ぎ出だす	こぎいだす
漕ぎ去る	こぎさる
漕ぎ寄る	こぎよる
漕ぎ帰る	こぎかえる
漕ぎ戻す	漕ぎ戻す
漕ぎ戻る	こぎもどる
漕ぎ歩く	こぎあるく
漕ぎ着く	こぎつく
漕ぎ着く	漕ぎ着く
漕ぎ至る	こぎいたる
漕ぎ進む	こぎすすむ
漕ぐ	こぐ
漕ぐ	漕ぐ
漬かる	つかる
漬かる	浸かる
漬かる	漬かる
漬く	漬く
漬けあがる	つけあがる
漬けこむ	つけこむ
漬けこむ	漬け込む
漬け上がる	つけあがる
漬け置く	つけおく
漬け込む	つけこむ
漬け込む	漬け込む
漬こむ	つけこむ
漬こむ	漬込む
漬す	漬す
漬りこむ	つかりこむ
漬りこむ	漬り込む
漬る	つかる
漬る	漬る
漬込む	つけこむ
漬込む	漬込む
漱ぐ	すすぐ
漱ぐ	漱ぐ
漲ぎる	みなぎる
漲す	みなぎらす
漲らす	みなぎらす
漲らす	漲らす
漲り出す	みなぎりだす
漲り立つ	みなぎりたつ
漲る	みなぎる
漲る	漲る
漾う	ただよう
漾ふ	ただよう
潅ぐ	そそぐ
潜まる	ひそまる
潜まる	潜まる
潜みわだかまる	ひそみわだかまる
潜み入る	ひそみいる
潜み蟠る	ひそみわだかまる
潜む	ひそむ
潜む	潜む
潜らす	くぐらす
潜りこむ	もぐりこむ
潜りこむ	潜り込む
潜り入る	くぐりいる
潜り込む	くぐりこむ
潜り込む	もぐりこむ
潜り込む	潜り込む
潜る	くぐる
潜る	もぐる
潜る	潜る
潤い立つ	うるおいたつ
潤う	うるおう
潤う	潤う
潤おう	うるおう
潤おす	うるおす
潤かす	潤かす
潤す	うるおす
潤す	潤す
潤ぼす	潤ぼす
潤ます	うるます
潤み霞む	うるみかすむ
潤む	うるむ
潤む	潤む
潤わす	うるおわす
潰え去る	ついえさる
潰さす	つぶさす
潰し去る	つぶしさる
潰す	つぶす
潰す	つやす
潰す	潰す
潰ぶす	つぶす
潰れ死ぬ	つぶれしぬ
澁くる	しぶくる
澁る	しぶる
澄きる	すみきる
澄きる	澄切る
澄す	すます
澄ましこむ	すましこむ
澄まし込む	すましこむ
澄まし返る	すましかえる
澄ます	すます
澄ます	澄ます
澄みあがる	すみあがる
澄みあがる	澄み上がる
澄みかえる	すみかえる
澄みきる	すみきる
澄みきる	澄み切る
澄みとおる	すみとおる
澄みとおる	澄み透る
澄みまさる	すみまさる
澄みわたる	すみわたる
澄みわたる	澄み渡る
澄み上がる	すみあがる
澄み切る	すみきる
澄み切る	澄み切る
澄み増さる	すみまさる
澄み掛かる	すみかかる
澄み深まる	すみふかまる
澄み渡る	すみわたる
澄み渡る	澄み渡る
澄み返る	すみかえる
澄み透る	すみとおる
澄み透る	澄み透る
澄み通る	すみとおる
澄む	すむ
澄む	澄む
澄わたる	すみわたる
澄わたる	澄渡る
澄切る	すみきる
澄切る	澄切る
澄渡る	すみわたる
澄渡る	澄渡る
澡う	あらう
澱み潤む	おどみうるむ
澱む	よどむ
澱む	淀む
澱む	澱む
激す	げきする
激つ	たぎつ
激る	激る
濁す	にごす
濁す	濁す
濁らす	にごらす
濁らす	濁らす
濁り立つ	にごりたつ
濁る	にごる
濁る	濁る
濕る	しめる
濟す	すます
濟す	なす
濟ます	すます
濟む	すむ
濡す	ぬらす
濡す	濡らす
濡つ	そぼつ
濡らし合う	ぬらしあう
濡らす	ぬらす
濡らす	濡らす
濡れかかる	ぬれかかる
濡れかかる	濡れ掛かる
濡れかかる	濡れ掛る
濡れそぼつ	ぬれそぼつ
濡れそぼつ	濡れそぼつ
濡れとおる	ぬれとおる
濡れとおる	濡れ透る
濡れとおる	濡れ通る
濡れ光る	ぬれひかる
濡れ掛かる	濡れ掛かる
濡れ掛る	濡れ掛る
濡れ浸る	ぬれひたる
濡れ滴る	ぬれしたたる
濡れ輝く	ぬれかがやく
濡れ透る	濡れ透る
濡れ通る	ぬれとおる
濡れ通る	濡れ通る
濡れ開く	ぬれひらく
濯う	あらう
濯ぎ流す	すすぎながす
濯ぐ	すすぐ
濯ぐ	そそぐ
濯ぐ	ゆすぐ
濯ぐ	濯ぐ
濳りこむ	もぐりこむ
濾しとる	こしとる
濾し取る	こしとる
濾す	こす
濾す	濾す
瀆す	けがす
瀆す	瀆す
瀕す	ひんす
瀕す	ひんする
瀝る	瀝る
瀞む	瀞む
瀬切る	せぎる
瀬切る	瀬切る
灌ぐ	そそぐ
灌ぐ	灌ぐ
火てる	ほてる
火てる	火照る
火取る	ひどる
火取る	火取る
火照る	ほてる
火照る	火照る
灯す	ともす
灯す	灯す
灯す	点す
灯る	ともる
灯る	灯る
灼きつく	やきつく
灼き落す	やきおとす
灼く	やく
灼けつく	やけつく
炊あがる	たきあがる
炊かす	たかす
炊きあがる	たきあがる
炊きあがる	炊き上がる
炊きあがる	炊き上る
炊きこむ	たきこむ
炊きこむ	炊き込む
炊きだす	たきだす
炊きだす	炊き出す
炊き上がる	たきあがる
炊き上がる	炊き上がる
炊き上る	たきあがる
炊き上る	炊き上る
炊き出す	たきだす
炊き込む	たきこむ
炊き込む	炊き込む
炊く	たく
炊く	炊く
炊ぐ	かしぐ
炊ぐ	炊ぐ
炊こむ	たきこむ
炊こむ	炊込む
炊上がる	たきあがる
炊上る	炊上る
炊込む	炊込む
炎えあがる	もえあがる
炒まる	いたまる
炒め上がる	いためあがる
炒りつく	いりつく
炒りつく	炒り付く
炒り付く	炒り付く
炒る	いる
炒る	炒る
炙らす	あぶらす
炙りだす	あぶりだす
炙りだす	炙り出す
炙り出す	あぶりだす
炙り出す	炙り出す
炙り干す	あぶりほす
炙り殺す	あぶりころす
炙る	あぶる
炙る	炙る
炙る	焙る
炮り干す	あぶりほす
炯る	ひかる
炷く	たく
炷く	炷く
点く	つく
点す	さす
点す	ともす
点す	点す
点る	とぼる
点る	ともる
点る	点る
点頭く	うなずく
為あう	しあう
為あう	為合う
為おくる	しおくる
為おくる	為送る
為おとす	しおとす
為おとす	為落とす
為さす	しさす
為さす	為止す
為さる	なさる
為さる	為さる
為す	なす
為す	為す
為すます	しすます
為すます	為済ます
為だす	しだす
為だす	為出す
為ちゃる	なさる
為つくす	しつくす
為つくす	為尽くす
為てやる	してやる
為てやる	為て遣る
為て遣る	為て遣る
為でかす	しでかす
為でかす	仕出かす
為なおす	しなおす
為なおす	為直す
為なす	しなす
為なす	為做す
為ぬく	しぬく
為ぬく	為抜く
為のこす	しのこす
為のこす	為残す
為りかわる	なりかわる
為りかわる	為り変わる
為り変る	為り変る
為り変わる	なりかわる
為り変わる	為り変わる
為る	なる
為る	為る
為做す	しなす
為做す	為做す
為出かす	しでかす
為出かす	仕出かす
為出かす	為出かす
為出す	為出す
為出来す	為出来す
為合う	しあう
為合う	為合う
為尽くす	為尽くす
為尽す	為尽す
為居る	為居る
為成す	しなす
為成す	為成す
為抜く	為抜く
為拗らす	為拗らす
為損なう	しそこなう
為損なう	為損なう
為来る	為来る
為止す	為止す
為残す	しのこす
為残す	為残す
為済ます	しすます
為済ます	為済ます
為熟す	為熟す
為直す	しなおす
為直す	為直す
為習う	しならう
為落す	為落す
為落とす	為落とす
為貫く	為貫く
為送る	為送る
烟たがる	烟たがる
烟る	けぶる
烟る	けむる
烟る	烟る
焙だす	あぶりだす
焙だす	焙り出す
焙りだす	あぶりだす
焙りだす	焙り出す
焙り出す	あぶりだす
焙り出す	焙り出す
焙る	あぶる
焙る	焙る
焙出す	あぶりだす
焙出す	焙り出す
焚き上がる	たきあがる
焚き出す	たきだす
焚き増す	焚き増す
焚き起こす	たきおこす
焚き込む	たきこむ
焚く	たく
焚く	焚く
焠す	焠す
無くす	なくす
無くす	無くす
無くなす	なくなす
無くなす	無くなす
無くなる	なくなる
無くなる	無くなる
無なる	なくなる
無礼くさる	なめくさる
焦がす	こがす
焦がす	焦がす
焦がれ死ぬ	こがれしぬ
焦げつかす	こげつかす
焦げつく	こげつく
焦げつく	焦げ付く
焦げ付く	こげつく
焦げ付く	焦げ付く
焦す	こがす
焦せる	あせる
焦らす	じらす
焦らす	焦らす
焦ら立つ	いらだつ
焦り立つ	あせりたつ
焦る	あせる
焦る	焦る
焦れこむ	じれこむ
焦れこむ	焦れ込む
焦れ込む	じれこむ
焦れ込む	焦れ込む
焦付く	こげつく
焦慮る	あせる
焦立つ	いらだつ
焦躁る	焦躁る
焰えさかる	もえさかる
焼かす	やかす
焼きあがる	やきあがる
焼きあがる	焼き上がる
焼きあがる	焼き上る
焼きあらす	やきあらす
焼ききる	やききる
焼ききる	焼き切る
焼きこがす	やきこがす
焼きころす	やきころす
焼きころす	焼き殺す
焼きつく	やきつく
焼きつく	焼き付く
焼きつくす	やきつくす
焼きつくす	焼き尽くす
焼きつくす	焼き尽す
焼きなおす	やきなおす
焼きなおす	焼き直す
焼きはらう	やきはらう
焼きはらう	焼き払う
焼きもどす	やきもどす
焼きる	やききる
焼きる	焼切る
焼き上がる	やきあがる
焼き上る	やきあがる
焼き上る	焼き上る
焼き亡ぼす	やきほろぼす
焼き付く	やきつく
焼き付く	焼き付く
焼き凝らす	やきこらす
焼き切る	やききる
焼き切る	焼き切る
焼き割る	やきわる
焼き固まる	やきかたまる
焼き増す	やきます
焼き尽くす	焼き尽くす
焼き尽す	焼き尽す
焼き戻す	やきもどす
焼き払う	やきはらう
焼き払う	焼き払う
焼き殺す	やきころす
焼き殺す	焼き殺す
焼き滅ぼす	やきほろぼす
焼き焦がす	やきこがす
焼き直す	やきなおす
焼き直す	焼き直す
焼き締まる	やきしまる
焼き荒らす	やきあらす
焼き落とす	やきおとす
焼き込む	やきこむ
焼き鈍す	やきなます
焼く	やく
焼く	焼く
焼けしぬ	やけしぬ
焼けしぬ	焼け死ぬ
焼けつく	やけつく
焼けつく	焼け付く
焼けのこる	やけのこる
焼けのこる	焼け残る
焼け付く	やけつく
焼け付く	焼け付く
焼け出す	やけだす
焼け掛かる	やけかかる
焼け止まる	やけどまる
焼け止る	やけどまる
焼け死ぬ	やけしぬ
焼け死ぬ	焼け死ぬ
焼け残る	やけのこる
焼け残る	焼け残る
焼け焦がす	やけこがす
焼け焦す	やけこがす
焼け爛らす	やけただらす
焼け縮む	やけちぢむ
焼け遺る	やけのこる
焼ころす	やきころす
焼ころす	焼き殺す
焼ころす	焼殺す
焼つく	やきつく
焼つく	焼き付く
焼つく	焼付く
焼なおす	やきなおす
焼なおす	焼直す
焼はらう	やきはらう
焼はらう	焼き払う
焼はらう	焼払う
焼付く	やきつく
焼付く	焼き付く
焼付く	焼付く
焼切る	やききる
焼切る	焼切る
焼尽す	焼尽す
焼払う	やきはらう
焼払う	焼き払う
焼払う	焼払う
焼死ぬ	やけしぬ
焼殺す	やきころす
焼殺す	焼き殺す
焼殺す	焼殺す
焼爛らす	やけただらす
焼直す	焼直す
煉りこむ	ねりこむ
煉る	ねる
煉る	煉る
煌く	きらめく
煌む	きらめむ
煌めかす	きらめかす
煌めかす	煌めかす
煌めき立つ	きらめきたつ
煌めき輝く	きらめきかがやく
煌めく	きらめく
煌めく	煌めく
煌る	ひかる
煎じだす	せんじだす
煎じだす	煎じ出す
煎じ出す	せんじだす
煎じ出す	煎じ出す
煎りあがる	いりあがる
煎りあがる	煎り上がる
煎りつく	いりつく
煎りつく	煎り付く
煎り付く	煎り付く
煎る	いる
煎る	煎る
煎除く	とりのぞく
煙たがる	けむたがる
煙たがる	煙たがる
煙らす	けむらす
煙り行く	けむりゆく
煙り走る	けむりはしる
煙る	けむり
煙る	けむる
煙る	けむる 名詞派生:煙
煙る	煙る
煤け建つ	すすけたつ
煤け立つ	すすけたつ
煤ばむ	すすばむ
煤ばむ	煤ばむ
煤ぶる	煤ぶる
煤ぼる	煤ぼる
照あう	てりあう
照あう	照合う
照かえす	てりかえす
照かえす	照返す
照かがやく	てりかがやく
照かがやく	照輝く
照こむ	てりこむ
照こむ	照込む
照し出す	てらしだす
照す	てらす
照らしあう	てらしあう
照らしあわす	てらしあわす
照らしあわす	照らし合す
照らしあわす	照らし合わす
照らしだす	てらしだす
照らしだす	照らし出す
照らし出す	てらしだす
照らし出す	照らし出す
照らし合う	てらしあう
照らし合す	てらしあわす
照らし合す	照らし合す
照らし合す	照らし合わす
照らし合わす	てらしあわす
照らし合わす	照らし合わす
照らし導く	てらしみちびく
照らし込む	てらしこむ
照らし返す	てらしかえす
照らす	てらす
照らす	照らす
照りあう	てりあう
照りあう	照り合う
照りあわす	てりあわす
照りあわす	照り合わす
照りかえす	てりかえす
照りかえす	照り返す
照りかがやく	てりかがやく
照りかがやく	照り輝く
照りかすむ	てりかすむ
照りこむ	てりこむ
照りこむ	照り込む
照りわたる	てりわたる
照りわたる	照り渡る
照り上る	てりあがる
照り合う	てりあう
照り合う	照り合う
照り合わす	照り合わす
照り徹る	てりとおる
照り添う	てりそう
照り渡る	照り渡る
照り狂う	てりくるう
照り輝く	てりかがやく
照り輝く	照り輝く
照り込む	てりこむ
照り込む	照り込む
照り返す	てりかえす
照り返す	照り返す
照り返る	てりかえる
照り通る	てりとおる
照り霞む	てりかすむ
照る	てる
照る	照る
照わたる	てりわたる
照わたる	照渡る
照合う	照合う
照合す	照合す
照渡る	照渡る
照輝く	照輝く
照込む	照込む
照返す	照返す
煩いつく	わずらいつく
煩い付く	わずらいつく
煩う	わずらう
煩う	煩う
煩がる	うるさがる
煩はす	わずらわす
煩わす	わずらわす
煩わす	煩わす
煮あがる	にあがる
煮あがる	煮上がる
煮あがる	煮上る
煮えあがる	にえあがる
煮えあがる	煮え上がる
煮えあがる	煮え上る
煮えかえる	にえかえる
煮えかえる	煮え返る
煮えくりかえる	にえくりかえる
煮えくりかえる	煮えくり返る
煮えくりかえる	煮え繰り返る
煮えくり返る	にえくりかえる
煮えくり返る	煮え繰り返る
煮えくる	にえくる
煮えたぎる	にえたぎる
煮えたぎる	煮えたぎる
煮えたぎる	煮え滾る
煮えたつ	にえたつ
煮えたつ	煮え立つ
煮え上がる	にえあがる
煮え上がる	煮え上がる
煮え上る	煮え上る
煮え付く	にえつく
煮え滾る	にえたぎる
煮え滾る	煮え滾る
煮え立つ	にえたつ
煮え立つ	煮え立つ
煮え繰りかえる	にえくりかえる
煮え繰りかえる	煮え繰り返る
煮え繰り返る	にえくりかえる
煮え繰り返る	煮え繰り返る
煮え繰る	にえくる
煮え返る	にえかえる
煮え返る	煮え返る
煮かえす	にかえす
煮かえす	煮返す
煮きる	にきる
煮きる	煮切る
煮くずす	にくずす
煮こぼす	にこぼす
煮こぼす	煮零す
煮こむ	にこむ
煮こむ	煮込む
煮たたす	にたたす
煮たたす	煮立たす
煮たつ	にたつ
煮たつ	煮立つ
煮だす	にだす
煮だす	煮出す
煮つまる	につまる
煮つまる	煮詰まる
煮つまる	煮詰る
煮とかす	にとかす
煮とかす	煮溶かす
煮ふくむ	にふくむ
煮やす	にやす
煮やす	煮やす
煮上がる	にあがる
煮上がる	煮上がる
煮上る	煮上る
煮出す	にだす
煮出す	煮出す
煮切る	にきる
煮切る	煮切る
煮含む	にふくむ
煮崩す	にくずす
煮殺す	にころす
煮沸かす	にわかす
煮溶かす	にとかす
煮溶かす	煮溶かす
煮潰す	につぶす
煮直す	になおす
煮立たす	にたたす
煮立たす	煮立たす
煮立つ	にたつ
煮立つ	煮立つ
煮詰まる	につまる
煮詰まる	煮詰まる
煮詰る	につまる
煮詰る	煮詰まる
煮詰る	煮詰る
煮込む	にこむ
煮込む	煮込む
煮返す	にかえす
煮返す	煮返す
煮進む	にすすむ
煮零す	にこぼす
煮零す	煮零す
煽ぐ	あおぐ
煽ぐ	煽ぐ
煽り消す	あおりけす
煽り蹴る	あおりける
煽り返す	あおりかえす
煽る	あおる
煽る	あふる
煽る	煽る
熄む	やむ
熔かす	とかす
熟す	こなす
熟す	じゅくす
熟す	じゅくする
熟す	熟す
熟む	うむ
熟む	熟む
熟る	いる
熟る	熟る
熟れさす	うれさす
熨す	のす
熬る	いる
熬る	熬る
熱す	ねっす
熱す	ねっする
熱りたつ	いきりたつ
熱りたつ	熱り立つ
熱り立つ	いきりたつ
熱り立つ	熱り立つ
熱る	いきる
熱る	ほてる
熱る	熱る
熾す	おこす
熾す	熾す
熾る	おこる
熾る	熾る
燃あがる	もえあがる
燃えあがる	もえあがる
燃えあがる	燃え上がる
燃えあがる	燃え上る
燃えうつる	もえうつる
燃えうつる	燃え移る
燃えさかる	もえさかる
燃えさかる	燃え盛る
燃えしきる	もえしきる
燃えたぎる	もえたぎる
燃えたぎる	燃え滾る
燃えたつ	もえたつ
燃えたつ	燃え立つ
燃えだす	もえだす
燃えだす	燃え出す
燃えつく	もえつく
燃えつく	燃え付く
燃えのこる	もえのこる
燃えのこる	燃え残る
燃えひろがる	もえひろがる
燃えひろがる	燃え広がる
燃えふすぼる	もえふすぼる
燃え上がる	もえあがる
燃え上がる	燃え上がる
燃え上る	もえあがる
燃え上る	燃え上る
燃え付く	もえつく
燃え付く	燃え付く
燃え出す	燃え出す
燃え広がる	もえひろがる
燃え広がる	燃え広がる
燃え拡がる	もえひろがる
燃え揚る	もえあがる
燃え残る	もえのこる
燃え浮かぶ	もえうかぶ
燃え滾る	もえたぎる
燃え滾る	燃え滾る
燃え照る	もえてる
燃え燻ぼる	もえふすぼる
燃え燻る	もえくすぶる
燃え狂う	もえくるう
燃え盛る	もえさかる
燃え盛る	燃え盛る
燃え移る	もえうつる
燃え立たす	もえたたす
燃え立つ	もえたつ
燃え立つ	燃え立つ
燃え細る	もえほそる
燃え輝く	もえかがやく
燃え迫る	もえせまる
燃え進む	もえすすむ
燃え頻る	もえしきる
燃さかる	もえさかる
燃さかる	燃え盛る
燃す	もす
燃す	もやす
